,Rank,Team,Change,Prior,Date,Division
2,3,Boston Brute Squad,-1,2,2021-11-03,CLUB_WOMEN
3,4,Raleigh Phoenix,-,4,2021-11-03,CLUB_WOMEN
4,5,Portland Schwa,-2,3,2021-11-03,CLUB_WOMEN
5,6,Vancouver Traffic,-,6,2021-11-03,CLUB_WOMEN
6,7,Seattle Riot,-,7,2021-11-03,CLUB_WOMEN
7,8,San Francisco Nightlock,-,8,2021-11-03,CLUB_WOMEN
8,9,Columbus Rival,-,9,2021-11-03,CLUB_WOMEN
9,10,Chicago Nemesis,+2,12,2021-11-03,CLUB_WOMEN
10,11,Washington DC Grit,-1,10,2021-11-03,CLUB_WOMEN
11,12,New York BENT,-1,11,2021-11-03,CLUB_WOMEN
12,13,Boston Siege,-,13,2021-11-03,CLUB_WOMEN
13,14,Pittsburgh Parcha,-,14,2021-11-03,CLUB_WOMEN
14,15,Minneapolis Pop,-,15,2021-11-03,CLUB_WOMEN
15,16,Virginia Rebellion,-,16,2021-11-03,CLUB_WOMEN
16,17,Denver Small Batch,-,17,2021-11-03,CLUB_WOMEN
17,18,Oakland LOL,-,18,2021-11-03,CLUB_WOMEN
18,19,Florida Tabby Rosa,-,19,2021-11-03,CLUB_WOMEN
19,20,San Diego Wildfire,-,20,2021-11-03,CLUB_WOMEN
20,21,St. Louis Stellar,-,21,2021-11-03,CLUB_WOMEN
21,22,Madison Heist,-,22,2021-11-03,CLUB_WOMEN
22,23,Atlanta Ozone,-,23,2021-11-03,CLUB_WOMEN
23,24,Philadelphia Flight,-,24,2021-11-03,CLUB_WOMEN
24,25,Chicago Dish,-,25,2021-11-03,CLUB_WOMEN
0,1,San Francisco Fury,-,1,2021-11-03,CLUB_WOMEN
1,2,Boston Brute Squad,-,2,2021-11-03,CLUB_WOMEN
2,3,Portland Schwa,-,3,2021-11-03,CLUB_WOMEN
3,4,Raleigh Phoenix,-,4,2021-11-03,CLUB_WOMEN
4,5,Denver Molly Brown,-,5,2021-11-03,CLUB_WOMEN
5,6,Vancouver Traffic,-,6,2021-11-03,CLUB_WOMEN
6,7,Seattle Riot,-,7,2021-11-03,CLUB_WOMEN
7,8,San Francisco Nightlock,-,8,2021-11-03,CLUB_WOMEN
8,9,Columbus Rival,-,9,2021-11-03,CLUB_WOMEN
9,10,Washington DC Grit,-,10,2021-11-03,CLUB_WOMEN
10,11,New York BENT,-,11,2021-11-03,CLUB_WOMEN
11,12,Chicago Nemesis,-,12,2021-11-03,CLUB_WOMEN
12,13,Boston Siege,-,13,2021-11-03,CLUB_WOMEN
13,14,Pittsburgh Parcha,-,14,2021-11-03,CLUB_WOMEN
14,15,Minneapolis Pop,-,15,2021-11-03,CLUB_WOMEN
15,16,Virginia Rebellion,+1,17,2021-11-03,CLUB_WOMEN
16,17,Denver Small Batch,+1,18,2021-11-03,CLUB_WOMEN
17,18,Oakland LOL,-2,16,2021-11-03,CLUB_WOMEN
18,19,Florida Tabby Rosa,-,19,2021-11-03,CLUB_WOMEN
19,20,San Diego Wildfire,-,20,2021-11-03,CLUB_WOMEN
20,21,St. Louis Stellar,-,21,2021-11-03,CLUB_WOMEN
21,22,Madison Heist,-,22,2021-11-03,CLUB_WOMEN
22,23,Atlanta Ozone,,-,2021-11-03,CLUB_WOMEN
23,24,Philadelphia Flight,-1,23,2021-11-03,CLUB_WOMEN
24,25,Chicago Dish,-1,24,2021-11-03,CLUB_WOMEN
0,1,San Francisco Fury,+1,2,2021-11-03,CLUB_WOMEN
1,2,Boston Brute Squad,-1,1,2021-11-03,CLUB_WOMEN
2,3,Portland Schwa,+2,5,2021-11-03,CLUB_WOMEN
3,4,Raleigh Phoenix,-,4,2021-11-03,CLUB_WOMEN
4,5,Denver Molly Brown,+1,6,2021-11-03,CLUB_WOMEN
5,6,Vancouver Traffic,+2,8,2021-11-03,CLUB_WOMEN
6,7,Seattle Riot,-,7,2021-11-03,CLUB_WOMEN
7,8,San Francisco Nightlock,+6,14,2021-11-03,CLUB_WOMEN
8,9,Columbus Rival,+8,17,2021-11-03,CLUB_WOMEN
9,10,Washington DC Grit,+6,16,2021-11-03,CLUB_WOMEN
10,11,New York BENT,-,11,2021-11-03,CLUB_WOMEN
11,12,Chicago Nemesis,-3,9,2021-11-03,CLUB_WOMEN
12,13,Boston Siege,-1,12,2021-11-03,CLUB_WOMEN
13,14,Pittsburgh Parcha,-4,10,2021-11-03,CLUB_WOMEN
14,15,Minneapolis Pop,-2,13,2021-11-03,CLUB_WOMEN
15,16,Oakland LOL,-1,15,2021-11-03,CLUB_WOMEN
16,17,Virginia Rebellion,+4,21,2021-11-03,CLUB_WOMEN
17,18,Denver Small Batch,+5,23,2021-11-03,CLUB_WOMEN
18,19,Florida Tabby Rosa,-,19,2021-11-03,CLUB_WOMEN
19,20,San Diego Wildfire,+2,22,2021-11-03,CLUB_WOMEN
20,21,St. Louis Stellar,+3,24,2021-11-03,CLUB_WOMEN
21,22,Madison Heist,+3,25,2021-11-03,CLUB_WOMEN
22,23,Philadelphia Flight,,-,2021-11-03,CLUB_WOMEN
23,24,Chicago Dish,,-,2021-11-03,CLUB_WOMEN
24,25,Houston Crush City,-5,20,2021-11-03,CLUB_WOMEN
0,1,Boston Brute Squad,-,1,2021-11-03,CLUB_WOMEN
1,2,San Francisco Fury,-,2,2021-11-03,CLUB_WOMEN
2,3,Toronto 6ixers,-,3,2021-11-03,CLUB_WOMEN
3,4,Raleigh Phoenix,-,4,2021-11-03,CLUB_WOMEN
4,5,Portland Schwa,-,5,2021-11-03,CLUB_WOMEN
5,6,Denver Molly Brown,-,6,2021-11-03,CLUB_WOMEN
6,7,Seattle Riot,-,7,2021-11-03,CLUB_WOMEN
7,8,Vancouver Traffic,-,8,2021-11-03,CLUB_WOMEN
8,9,Chicago Nemesis,-,9,2021-11-03,CLUB_WOMEN
9,10,Pittsburgh Parcha,-,10,2021-11-03,CLUB_WOMEN
10,11,New York BENT,-,11,2021-11-03,CLUB_WOMEN
11,12,Boston Siege,-,12,2021-11-03,CLUB_WOMEN
12,13,Minneapolis Pop,-,13,2021-11-03,CLUB_WOMEN
13,14,San Francisco Nightlock,-,14,2021-11-03,CLUB_WOMEN
14,15,Oakland LOL,-,15,2021-11-03,CLUB_WOMEN
15,16,Washington DC Grit,-,16,2021-11-03,CLUB_WOMEN
16,17,Columbus Rival,-,17,2021-11-03,CLUB_WOMEN
17,18,Quebec Iris,-,18,2021-11-03,CLUB_WOMEN
18,19,Florida Tabby Rosa,-,19,2021-11-03,CLUB_WOMEN
19,20,Houston Crush City,+1,21,2021-11-03,CLUB_WOMEN
20,21,Virginia Rebellion,+1,22,2021-11-03,CLUB_WOMEN
21,22,San Diego Wildfire,+1,23,2021-11-03,CLUB_WOMEN
22,23,Denver Small Batch,+1,24,2021-11-03,CLUB_WOMEN
23,24,St. Louis Stellar,,-,2021-11-03,CLUB_WOMEN
24,25,Madison Heist,-5,20,2021-11-03,CLUB_WOMEN
0,1,Boston Brute Squad,-,1,2021-11-03,CLUB_WOMEN
1,2,San Francisco Fury,-,2,2021-11-03,CLUB_WOMEN
2,3,Toronto 6ixers,-,3,2021-11-03,CLUB_WOMEN
3,4,Raleigh Phoenix,-,4,2021-11-03,CLUB_WOMEN
4,5,Portland Schwa,-,5,2021-11-03,CLUB_WOMEN
5,6,Denver Molly Brown,-,6,2021-11-03,CLUB_WOMEN
6,7,Seattle Riot,-,7,2021-11-03,CLUB_WOMEN
7,8,Vancouver Traffic,-,8,2021-11-03,CLUB_WOMEN
8,9,Chicago Nemesis,-,9,2021-11-03,CLUB_WOMEN
9,10,Pittsburgh Parcha,-,10,2021-11-03,CLUB_WOMEN
10,11,New York BENT,-,11,2021-11-03,CLUB_WOMEN
11,12,Boston Siege,-,12,2021-11-03,CLUB_WOMEN
12,13,Minneapolis Pop,-,13,2021-11-03,CLUB_WOMEN
13,14,San Francisco Nightlock,-,14,2021-11-03,CLUB_WOMEN
14,15,Oakland LOL,-,15,2021-11-03,CLUB_WOMEN
15,16,Washington DC Grit,-,16,2021-11-03,CLUB_WOMEN
16,17,Columbus Rival,-,17,2021-11-03,CLUB_WOMEN
17,18,Quebec Iris,-,18,2021-11-03,CLUB_WOMEN
18,19,Florida Tabby Rosa,-,19,2021-11-03,CLUB_WOMEN
19,20,Madison Heist,-,20,2021-11-03,CLUB_WOMEN
20,21,Houston Crush City,-,21,2021-11-03,CLUB_WOMEN
21,22,Virginia Rebellion,-,22,2021-11-03,CLUB_WOMEN
22,23,San Diego Wildfire,-,23,2021-11-03,CLUB_WOMEN
23,24,Denver Small Batch,-,24,2021-11-03,CLUB_WOMEN
24,25,Seattle Underground,-,25,2021-11-03,CLUB_WOMEN
0,1,Boston Brute Squad,-,1,2021-11-03,CLUB_WOMEN
1,2,San Francisco Fury,-,2,2021-11-03,CLUB_WOMEN
2,3,Toronto 6ixers,-,3,2021-11-03,CLUB_WOMEN
3,4,Raleigh Phoenix,-,4,2021-11-03,CLUB_WOMEN
4,5,Portland Schwa,-,5,2021-11-03,CLUB_WOMEN
5,6,Denver Molly Brown,-,6,2021-11-03,CLUB_WOMEN
6,7,Seattle Riot,-,7,2021-11-03,CLUB_WOMEN
7,8,Vancouver Traffic,-,8,2021-11-03,CLUB_WOMEN
8,9,Chicago Nemesis,-,9,2021-11-03,CLUB_WOMEN
9,10,Pittsburgh Parcha,-,10,2021-11-03,CLUB_WOMEN
10,11,New York BENT,-,11,2021-11-03,CLUB_WOMEN
11,12,Boston Siege,-,12,2021-11-03,CLUB_WOMEN
12,13,Minneapolis Pop,-,13,2021-11-03,CLUB_WOMEN
13,14,San Francisco Nightlock,-,14,2021-11-03,CLUB_WOMEN
14,15,Oakland LOL,-,15,2021-11-03,CLUB_WOMEN
15,16,Washington DC Grit,-,16,2021-11-03,CLUB_WOMEN
16,17,Columbus Rival,-,17,2021-11-03,CLUB_WOMEN
17,18,Quebec Iris,-,18,2021-11-03,CLUB_WOMEN
18,19,Florida Tabby Rosa,-,19,2021-11-03,CLUB_WOMEN
19,20,Madison Heist,-,20,2021-11-03,CLUB_WOMEN
20,21,Houston Crush City,-,21,2021-11-03,CLUB_WOMEN
21,22,Virginia Rebellion,-,22,2021-11-03,CLUB_WOMEN
22,23,San Diego Wildfire,-,23,2021-11-03,CLUB_WOMEN
23,24,Denver Small Batch,-,24,2021-11-03,CLUB_WOMEN
24,25,Seattle Underground,-,25,2021-11-03,CLUB_WOMEN
0,1,Boston Brute Squad,-,1,2021-11-03,CLUB_WOMEN
1,2,San Francisco Fury,-,2,2021-11-03,CLUB_WOMEN
2,3,Toronto 6ixers,-,3,2021-11-03,CLUB_WOMEN
3,4,Raleigh Phoenix,-,4,2021-11-03,CLUB_WOMEN
4,5,Portland Schwa,-,5,2021-11-03,CLUB_WOMEN
5,6,Denver Molly Brown,-,6,2021-11-03,CLUB_WOMEN
6,7,Seattle Riot,-,7,2021-11-03,CLUB_WOMEN
7,8,Vancouver Traffic,-,8,2021-11-03,CLUB_WOMEN
8,9,Chicago Nemesis,-,9,2021-11-03,CLUB_WOMEN
9,10,Pittsburgh Parcha,-,10,2021-11-03,CLUB_WOMEN
10,11,New York BENT,-,11,2021-11-03,CLUB_WOMEN
11,12,Boston Siege,-,12,2021-11-03,CLUB_WOMEN
12,13,Minneapolis Pop,-,13,2021-11-03,CLUB_WOMEN
13,14,San Francisco Nightlock,-,14,2021-11-03,CLUB_WOMEN
14,15,Oakland LOL,-,15,2021-11-03,CLUB_WOMEN
15,16,Washington DC Grit,-,16,2021-11-03,CLUB_WOMEN
16,17,Columbus Rival,-,17,2021-11-03,CLUB_WOMEN
17,18,Quebec Iris,-,18,2021-11-03,CLUB_WOMEN
18,19,Florida Tabby Rosa,-,19,2021-11-03,CLUB_WOMEN
19,20,Madison Heist,-,20,2021-11-03,CLUB_WOMEN
20,21,Houston Crush City,-,21,2021-11-03,CLUB_WOMEN
21,22,Virginia Rebellion,-,22,2021-11-03,CLUB_WOMEN
22,23,San Diego Wildfire,-,23,2021-11-03,CLUB_WOMEN
23,24,Denver Small Batch,-,24,2021-11-03,CLUB_WOMEN
24,25,Seattle Underground,-,25,2021-11-03,CLUB_WOMEN
0,1,Boston Brute Squad,-,1,2021-11-03,CLUB_WOMEN
1,2,San Francisco Fury,-,2,2021-11-03,CLUB_WOMEN
2,3,Toronto 6ixers,-,3,2021-11-03,CLUB_WOMEN
3,4,Raleigh Phoenix,-,4,2021-11-03,CLUB_WOMEN
4,5,Portland Schwa,-,5,2021-11-03,CLUB_WOMEN
5,6,Denver Molly Brown,-,6,2021-11-03,CLUB_WOMEN
6,7,Seattle Riot,-,7,2021-11-03,CLUB_WOMEN
7,8,Vancouver Traffic,-,8,2021-11-03,CLUB_WOMEN
8,9,Chicago Nemesis,-,9,2021-11-03,CLUB_WOMEN
9,10,Pittsburgh Parcha,-,10,2021-11-03,CLUB_WOMEN
10,11,New York BENT,+1,12,2021-11-03,CLUB_WOMEN
11,12,Boston Siege,-1,11,2021-11-03,CLUB_WOMEN
12,13,Minneapolis Pop,-,13,2021-11-03,CLUB_WOMEN
13,14,San Francisco Nightlock,-,14,2021-11-03,CLUB_WOMEN
14,15,Oakland LOL,-,15,2021-11-03,CLUB_WOMEN
15,16,Washington DC Grit,-,16,2021-11-03,CLUB_WOMEN
16,17,Columbus Rival,-,17,2021-11-03,CLUB_WOMEN
17,18,Quebec Iris,-,18,2021-11-03,CLUB_WOMEN
18,19,Florida Tabby Rosa,-,19,2021-11-03,CLUB_WOMEN
19,20,Madison Heist,-,20,2021-11-03,CLUB_WOMEN
20,21,Houston Crush City,-,21,2021-11-03,CLUB_WOMEN
21,22,Virginia Rebellion,-,22,2021-11-03,CLUB_WOMEN
22,23,San Diego Wildfire,-,23,2021-11-03,CLUB_WOMEN
23,24,Denver Small Batch,-,24,2021-11-03,CLUB_WOMEN
24,25,Seattle Underground,-,25,2021-11-03,CLUB_WOMEN
0,1,Boston Brute Squad,,,2021-11-03,CLUB_WOMEN
1,2,San Francisco Fury,,,2021-11-03,CLUB_WOMEN
2,3,Toronto 6ixers,,,2021-11-03,CLUB_WOMEN
3,4,Raleigh Phoenix,,,2021-11-03,CLUB_WOMEN
4,5,Portland Schwa,,,2021-11-03,CLUB_WOMEN
5,6,Denver Molly Brown,,,2021-11-03,CLUB_WOMEN
6,7,Seattle Riot,,,2021-11-03,CLUB_WOMEN
7,8,Vancouver Traffic,,,2021-11-03,CLUB_WOMEN
8,9,Chicago Nemesis,,,2021-11-03,CLUB_WOMEN
9,10,Pittsburgh Parcha,,,2021-11-03,CLUB_WOMEN
10,11,Boston Siege,,,2021-11-03,CLUB_WOMEN
11,12,New York BENT,,,2021-11-03,CLUB_WOMEN
12,13,Minneapolis Pop,,,2021-11-03,CLUB_WOMEN
13,14,San Francisco Nightlock,,,2021-11-03,CLUB_WOMEN
14,15,Oakland LOL,,,2021-11-03,CLUB_WOMEN
15,16,Washington DC Grit,,,2021-11-03,CLUB_WOMEN
16,17,Columbus Rival,,,2021-11-03,CLUB_WOMEN
17,18,Quebec Iris,,,2021-11-03,CLUB_WOMEN
18,19,Florida Tabby Rosa,,,2021-11-03,CLUB_WOMEN
19,20,Madison Heist,,,2021-11-03,CLUB_WOMEN
20,21,Houston Crush City,,,2021-11-03,CLUB_WOMEN
21,22,Virginia Rebellion,,,2021-11-03,CLUB_WOMEN
22,23,San Diego Wildfire,,,2021-11-03,CLUB_WOMEN
23,24,Denver Small Batch,,,2021-11-03,CLUB_WOMEN
24,25,Seattle Underground,,,2021-11-03,CLUB_WOMEN
0,1,Boston Brute Squad,+4,5,2019-11-20,CLUB_WOMEN
1,2,San Francisco Fury,-1,1,2019-11-20,CLUB_WOMEN
2,3,Toronto 6ixers,+1,4,2019-11-20,CLUB_WOMEN
3,4,Seattle Riot,-1,3,2019-11-20,CLUB_WOMEN
4,5,Portland Schwa,+5,10,2019-11-20,CLUB_WOMEN
5,6,Denver Molly Brown,-4,2,2019-11-20,CLUB_WOMEN
6,7,Raleigh Phoenix,-,7,2019-11-20,CLUB_WOMEN
7,8,Washington DC Scandal,-2,6,2019-11-20,CLUB_WOMEN
8,9,Vancouver Traffic,-,9,2019-11-20,CLUB_WOMEN
9,10,San Francisco Nightlock,-2,8,2019-11-20,CLUB_WOMEN
10,11,San Diego Wildfire,+1,12,2019-11-20,CLUB_WOMEN
11,12,Boston Siege,-1,11,2019-11-20,CLUB_WOMEN
12,13,Chicago Nemesis,+1,14,2019-11-20,CLUB_WOMEN
13,14,Columbus Rival,+1,15,2019-11-20,CLUB_WOMEN
14,15,Quebec Iris,+1,16,2019-11-20,CLUB_WOMEN
15,16,Minneapolis Pop,+7,23,2019-11-20,CLUB_WOMEN
16,17,Atlanta Ozone,-4,13,2019-11-20,CLUB_WOMEN
17,18,New York BENT,-1,17,2019-11-20,CLUB_WOMEN
18,19,Seattle Underground,-1,18,2019-11-20,CLUB_WOMEN
19,20,Texas Showdown,-1,19,2019-11-20,CLUB_WOMEN
20,21,Oakland LOL,-1,20,2019-11-20,CLUB_WOMEN
21,22,Salt Lake City Elevate,-1,21,2019-11-20,CLUB_WOMEN
22,23,Washington DC Grit,-1,22,2019-11-20,CLUB_WOMEN
23,24,Florida Tabby Rosa,-,24,2019-11-20,CLUB_WOMEN
24,25,Halifax Salty,-,25,2019-11-20,CLUB_WOMEN
0,1,San Francisco Fury,-,1,2019-11-20,CLUB_WOMEN
1,2,Denver Molly Brown,-,2,2019-11-20,CLUB_WOMEN
2,3,Seattle Riot,-,3,2019-11-20,CLUB_WOMEN
3,4,Toronto 6ixers,-,4,2019-11-20,CLUB_WOMEN
4,5,Boston Brute Squad,-,5,2019-11-20,CLUB_WOMEN
5,6,Washington DC Scandal,-,6,2019-11-20,CLUB_WOMEN
6,7,Raleigh Phoenix,-,7,2019-11-20,CLUB_WOMEN
7,8,San Francisco Nightlock,-,8,2019-11-20,CLUB_WOMEN
8,9,Vancouver Traffic,+6,15,2019-11-20,CLUB_WOMEN
9,10,Portland Schwa,-1,9,2019-11-20,CLUB_WOMEN
10,11,Boston Siege,-1,10,2019-11-20,CLUB_WOMEN
11,12,San Diego Wildfire,-1,11,2019-11-20,CLUB_WOMEN
12,13,Atlanta Ozone,-,13,2019-11-20,CLUB_WOMEN
13,14,Chicago Nemesis,+4,18,2019-11-20,CLUB_WOMEN
14,15,Columbus Rival,-3,12,2019-11-20,CLUB_WOMEN
15,16,Quebec Iris,-2,14,2019-11-20,CLUB_WOMEN
16,17,New York BENT,-1,16,2019-11-20,CLUB_WOMEN
17,18,Seattle Underground,-1,17,2019-11-20,CLUB_WOMEN
